,name,address,sido,gungu
949,북신무전,경남 통영시 북신동 693-7,경상남도,통영시
950,죽림,경남 통영시 광도면 죽림리 1574-57 가동 103호,경상남도,통영시
951,함안,경남 함안군 가야읍 말산리 58-16,경상남도,함안군
952,함양,경남 함양군 함양읍 용평리 773-1,경상남도,함양군
953,합천,경남 합천군 합천읍 합천리 320-3,경상남도,합천군
954,대정,제주 서귀포시 대정읍 하모리 1048-4,제주특별자치도,서귀포시
955,서귀포1호,제주 서귀포시 동흥동 117-6,제주특별자치도,서귀포시
956,서귀포명동,제주 서귀포시 서귀동 408-3,제주특별자치도,서귀포시
957,서귀포혁신도시,제주 서귀포시 강정동 166-10,제주특별자치도,서귀포시
958,월드컵경기장,제주 서귀포시 법환동 914,제주특별자치도,서귀포시
959,중문,제주 서귀포시 중문동 1965-9,제주특별자치도,서귀포시
960,건입,제주 제주시 일도2동 160-9,제주특별자치도,제주시
961,노형,제주 제주시 노형동 1055-1,제주특별자치도,제주시
962,도두해안도로,제주 제주시 도두1동 2625-4,제주특별자치도,제주시
963,삼양화북,제주 제주시 화북1동 1023-2,제주특별자치도,제주시
964,애월하귀,제주 제주시 애월읍 하귀1리 167,제주특별자치도,제주시
965,외도도평,제주 제주시 외도1동 550-9,제주특별자치도,제주시
966,용담삼도,제주 제주시 용담2동 624-10 1층,제주특별자치도,제주시
967,이도일도,제주 제주시 이도이동 1179-18,제주특별자치도,제주시
968,제주1호,제주 제주시  연동 272-30,제주특별자치도,제주시
969,한림협재,제주 제주시 한림읍 한림리 1582-8,제주특별자치도,제주시
